1292262,1300992,645,313,9,
1292215,1292925,1592,265,5,
3793023,5989818,2965,561,10,
1309163,5989818,1518,561,5,
1300267,3217169,713,459,8,
1292365,1316510,945,202,7,
1293172,1307793,523,523,5,
1304447,3319755,941,2634,22,
1292659,1292720,55,1883,5,
1291561,1929463,1617,2127,21,
1291561,1295038,1617,119,8,
1299361,3742360,369,4029,6,
1297192,3007773,637,728,13,
1292720,1300374,1883,378,13,
1297192,1578507,637,302,12,
1295409,1307793,139,523,3,
1299131,1299398,150,301,3,
1292062,1905462,851,1670,17,
1291571,3007773,203,728,4,
1292722,1428175,1012,464,5,
1295038,2297265,119,984,1,
1291818,1295644,742,2528,17,
1297447,1962116,263,390,2,
1297192,3792799,637,2190,11,
1291858,1578507,816,302,15,
1299398,2213597,301,2443,8,
1292329,1900841,556,1274,9,
1291992,21937445,460,615,7,
1292287,1428175,203,464,5,
1292728,1301617,177,335,2,
1428175,2365260,464,1688,10,
1300992,2131459,313,1895,15,
1905462,4739952,1670,3255,9,
1293764,4268598,191,2021,8,
1292849,1293350,343,425,7,
1307914,1867345,404,600,7,
1291560,1291832,887,756,22,
1292063,1292720,1452,1883,18,
1291990,6985810,1373,699,13,
1293929,1418834,666,1520,6,
1304102,6985810,58,699,3,
1298070,2131459,177,1895,15,
1291879,1293182,722,828,20,
1307315,1307793,51,523,1,
1293764,3072124,191,1978,6,
1291571,3442220,203,1403,6,
1292402,1485260,1755,2575,24,
1292728,5964718,177,826,1,
1851857,3011051,1185,1309,27,
1293399,1296753,344,319,4,
1292214,1303037,239,417,10,
1308575,5322596,2105,1053,11,
1293359,6146955,859,337,3,
1294408,21937445,175,615,3,
1292214,1305690,239,582,6,
1291583,1292052,702,3457,23,
1300374,1865703,378,274,1,
1301171,4202302,141,847,3,
21937445,5322596,615,1053,10,
1309046,1900841,1279,1274,13,
1293929,3742360,666,4029,7,
1302467,1307811,166,297,4,
1299131,1300117,150,312,2,
1299327,1307793,495,523,5,
1309046,3824274,1279,536,1,
1292329,3011051,556,1309,5,
1292722,1293964,1012,261,6,
1756073,1849031,482,735,3,
1291824,1293460,226,115,1,
11525673,1297478,454,127,1,
1305690,1978709,582,1767,8,
1295038,1296141,119,93,3,
1300299,1907966,699,775,9,
1293460,6985810,115,699,1,
1295124,1309046,842,1279,19,
1308777,1959195,941,159,1,
1295865,1299131,911,150,4,
1291841,1300117,636,312,2,
1438652,2334904,695,1353,52,
1299131,4798888,150,455,2,
1294408,2043546,175,2168,5,
1306249,2209573,81,2316,7,
1418200,3072124,906,1978,19,
1292728,1293908,177,72,2,
1297478,3217169,127,459,3,
1293530,4286017,187,532,2,
1294638,1578507,38,302,1,
1291572,4917726,90,1288,3,
1291818,6985810,742,699,14,
1292328,1300960,1290,892,8,
1291879,2043546,722,2168,8,
1291565,3011091,202,1824,7,
1292052,1395091,3457,228,3,
1303394,6534248,739,615,2,
1294240,1295399,161,302,3,
1292056,1297630,393,501,3,
1294408,2131459,175,1895,6,
1291572,1297630,90,501,3,
1292218,3007773,388,728,9,
1297192,1937946,637,843,9,
1907966,21937445,775,615,9,
1292722,3072124,1012,1978,14,
1295865,6786002,911,1373,19,
1293839,1295644,582,2528,31,
3075287,6534248,2049,615,14,
1293839,1959195,582,159,1,
1295124,1297359,842,394,9,
1291822,1291992,456,460,9,
1292370,1418834,1351,1520,32,
3008247,5964718,566,826,7,
1292270,1298070,530,177,8,
1292270,1293530,530,187,4,
1291557,1401118,776,154,4,
1293172,1418019,523,56,1,
1293399,1293764,344,191,3,
1291843,1293764,376,191,6,
1292370,1298070,1351,177,14,
1294639,2300586,678,1298,8,
1291832,1293172,756,523,13,
1299361,1418200,369,906,2,
1292287,1292329,203,556,2,
1291841,1978709,636,1767,19,
1291572,1292348,90,130,3,
1292329,4023638,556,1027,1,
1295124,1756073,842,482,4,
1291546,1297052,2936,755,11,
10777687,1301171,446,141,1,
1291828,1293929,1564,666,8,
1292214,1298653,239,392,8,
1291828,1299327,1564,495,12,
1292055,1304102,353,58,2,
1292213,1305164,1670,1152,10,
1291583,1292000,702,1771,11,
1292215,3075287,1592,2049,18,
1292220,1302467,2505,166,4,
1291572,1297192,90,637,5,
1291990,1294638,1373,38,1,
21360417,4739952,445,3255,4,
1302476,2209573,245,2316,7,
1292262,1306029,645,1131,11,
1297359,1299327,394,495,4,
1292056,21937445,393,615,5,
2213597,3008247,2443,566,19,
1293460,21937445,115,615,1,
1293544,21360417,440,445,4,
1291549,1291875,1426,874,19,
1297630,3541415,501,4449,28,
1291841,4286017,636,532,7,
1292656,1306029,1128,1131,25,
1293544,4268598,440,2021,10,
1291879,1297478,722,127,1,
1293908,1303394,72,739,1,
1291875,1296909,874,57,2,
1291546,2053515,2936,2020,25,
1307914,1388216,404,801,5,
1849031,1962116,735,390,3,
1292370,1301171,1351,141,10,
1293182,1295124,828,842,13,
1304073,1306249,1019,81,3,
1787291,4268598,2880,2021,33,
1291992,1292281,460,232,2,
1293964,1297052,261,755,4,
1296339,1300741,1239,213,2,
1858711,4268598,879,2021,29,
1291999,3742360,1237,4029,20,
1298653,1304447,392,941,9,
1905462,3011091,1670,1824,11,
1292270,3011235,530,1066,1,
2209573,5989818,2316,561,2,
1293839,1297192,582,637,7,
1300992,1858711,313,879,4,
1306249,2365260,81,1688,1,
1293399,1418200,344,906,3,
1295038,1297630,119,501,2,
1291828,1309046,1564,1279,27,
1304102,1316572,58,177,1,
1294240,1305164,161,1152,5,
1291870,1291999,438,1237,13,
1291565,3007773,202,728,5,
1292679,3287562,1287,449,6,
1292063,1293181,1452,163,8,
1293839,1295124,582,842,17,
1298653,6786002,392,1373,6,
21937445,6786002,615,1373,14,
1292281,1760622,232,1838,3,
1291565,1900841,202,1274,6,
1760622,2213597,1838,2443,25,
1291858,3072124,816,1978,16,
1297478,3287562,127,449,4,
1297447,1301753,263,333,3,
1292215,6985810,1592,699,11,
1291546,1395091,2936,228,3,
1296339,1303394,1239,739,6,
1304447,1307793,941,523,11,
1578507,2297265,302,984,9,
1292063,1937946,1452,843,9,
1296736,4023638,630,1027,12,
1292056,5964718,393,826,7,
1295038,2053515,119,2020,2,
1292365,2053515,945,2020,11,
1292062,6985810,851,699,7,
1291818,1780330,742,1046,15,
1292679,2131459,1287,1895,17,
1292217,1292720,956,1883,25,
1292064,5989818,1985,561,5,
1301169,1308807,292,763,5,
1291832,2213597,756,2443,32,
1293764,1849031,191,735,1,
1292270,1295865,530,911,15,
1292329,1578507,556,302,8,
1297359,1301617,394,335,5,
1292214,1397546,239,146,6,
1291828,1418019,1564,56,3,
1291853,1978709,682,1767,14,
1305487,1787291,364,2880,10,
1428175,2300586,464,1298,16,
1291549,3007773,1426,728,13,
1308777,1418019,941,56,2,
1291578,3793023,120,2965,9,
1297630,1300374,501,378,9,
1307811,3792799,297,2190,6,
1292218,1293964,388,261,4,
1291843,1295644,376,2528,14,
1293964,5964718,261,826,4,
4202302,4739952,847,3255,12,
1760622,2043546,1838,2168,8,
1297359,1485260,394,2575,11,
1300267,1306861,713,374,4,
1291841,1292343,636,1771,19,
1300267,3395373,713,1665,7,
1293530,1388216,187,801,6,
1292223,3824274,1077,536,1,
1297574,4917726,161,1288,5,
1291853,1297478,682,127,1,
1291879,1929463,722,2127,21,
1291999,1308817,1237,56,1,
1297359,3442220,394,1403,5,
1291548,1307811,1849,297,9,
1292063,1300960,1452,892,15,
1293399,2043546,344,2168,5,
1297192,1395091,637,228,4,
1291999,1306861,1237,374,5,
1428175,2297265,464,984,9,
1298624,1907966,1231,775,14,
1291879,1302476,722,245,2,
10777687,1293460,446,115,1,
1300117,1907966,312,775,4,
1292233,1297574,611,161,5,
1297478,1787291,127,2880,6,
1296909,1309046,57,1279,3,
11525673,1293181,454,163,4,
1297052,4202302,755,847,2,
1787291,6985810,2880,699,24,
1316510,3793023,202,2965,16,
1308575,1401118,2105,154,5,
1292052,1300960,3457,892,20,
1296141,1301171,93,141,3,
1293359,1300299,859,699,9,
1294371,3007773,96,728,2,
1292052,1302425,3457,497,12,
2213597,5964718,2443,826,14,
1303394,1418200,739,906,5,
1292370,4202302,1351,847,12,
1418200,1905462,906,1670,7,
1395091,3157605,228,183,4,
1291832,1959195,756,159,2,
1292925,1485260,265,2575,6,
1295644,2334904,2528,1353,33,
1293929,1307914,666,404,2,
1302827,1306861,749,374,2,
10777687,1308575,446,2105,3,
1295644,1296736,2528,630,15,
1305725,1929463,350,2127,8,
1291560,1304102,887,58,4,
1292659,1293839,55,582,2,
1292062,1297052,851,755,7,
1291879,1295644,722,2528,16,
1293964,1300741,261,213,1,
1293929,1300960,666,892,3,
1296736,1418200,630,906,11,
1292329,1293359,556,859,4,
1298070,1301753,177,333,5,
1292722,1907966,1012,775,8,
1756073,1907966,482,775,2,
1292343,3442220,1771,1403,19,
1291992,1293530,460,187,4,
10577869,1760622,643,1838,6,
1959195,1978709,159,1767,3,
1293908,2149806,72,2976,3,
1292329,3395373,556,1665,4,
1292262,1388216,645,801,16,
1291818,1294371,742,96,3,
1304447,1306249,941,81,5,
1291568,3157605,306,183,2,
1929463,4286017,2127,532,7,
1303394,1578507,739,302,4,
2043546,3443389,2168,517,7,
1851857,3011091,1185,1824,12,
1787291,3007773,2880,728,21,
1291843,1300299,376,699,3,
1304102,1308777,58,941,5,
1291832,1849031,756,735,16,
1292052,1293182,3457,828,30,
1297359,3072124,394,1978,10,
1292281,1787291,232,2880,5,
1294638,2363506,38,525,1,
1291853,1292679,682,1287,13,
1302827,1303037,749,417,7,
1292220,1301617,2505,335,10,
1293908,3011091,72,1824,2,
1292329,1303394,556,739,5,
1292215,1303037,1592,417,13,
1292925,1307811,265,297,2,
1292215,1428175,1592,464,7,
1307315,1756073,51,482,1,
1291843,4739952,376,3255,2,
1293350,1307914,425,404,7,
1291990,4798888,1373,455,6,
2149806,2363506,2976,525,14,
1291585,1300992,257,313,4,
1291875,2131459,874,1895,18,
1428175,1900841,464,1274,20,
1301753,1305690,333,582,6,
10577869,1292328,643,1290,3,
1291568,1296141,306,93,2,
1300299,1780330,699,1046,17,
1296909,2053515,57,2020,1,
1292220,1300992,2505,313,8,
1292218,1300960,388,892,10,
1293908,1316572,72,177,2,
1291545,1929463,1088,2127,20,
1291818,3395373,742,1665,9,
1292233,1418019,611,56,1,
1292370,1296909,1351,57,4,
1292062,2129039,851,2026,21,
1298624,2363506,1231,525,9,
1300117,1301753,312,333,5,
1305690,3287562,582,449,3,
1291552,1302425,301,497,2,
1578507,4268598,302,2021,10,
1291870,1301171,438,141,8,
1300267,1978709,713,1767,15,
1292262,1292925,645,265,3,
1291818,1304102,742,58,5,
1291571,1304102,203,58,3,
1291879,1316510,722,202,5,
1937946,3217169,843,459,6,
1292064,1299398,1985,301,6,
1291568,1293182,306,828,12,
1307811,1959195,297,159,2,
1780330,3395373,1046,1665,16,
1297192,5964718,637,826,10,
1291844,2353023,121,823,7,
1293350,21360417,425,445,7,
1388216,3319755,801,2634,16,
1291565,1419936,202,429,4,
1295409,1959195,139,159,1,
1418834,3541415,1520,4449,49,
1849031,2334904,735,1353,12,
2043546,4286017,2168,532,4,
1295124,1485260,842,2575,25,
1292656,2129039,1128,2026,20,
1305690,4023638,582,1027,5,
1301169,2213597,292,2443,9,
1652587,2149806,3925,2976,70,
1300992,3217169,313,459,11,
1301617,1305690,335,582,2,
1292262,1297192,645,637,9,
1292343,1304447,1771,941,39,
1299398,4739952,301,3255,3,
1296753,1299131,319,150,4,
1293181,1418200,163,906,4,
1301617,1578507,335,302,6,
1293460,21360417,115,445,1,
1291572,1292224,90,1285,3,
1292217,1418834,956,1520,18,
1292402,1293181,1755,163,8,
1293350,1300267,425,713,10,
1292064,1294638,1985,38,3,
1291822,1300374,456,378,11,
1305690,1907966,582,775,4,
1291853,1905462,682,1670,15,
1292348,3011051,130,1309,8,
1292348,1309046,130,1279,8,
1291870,1296736,438,630,6,
1294408,1959195,175,159,1,
1295399,2149806,302,2976,14,
1291557,1304102,776,58,1,
1292365,1397546,945,146,4,
1291571,1294371,203,96,3,
1292000,1292722,1771,1012,17,
1294638,1307914,38,404,2,
11525673,1959195,454,159,2,
1292281,1303037,232,417,3,
1291561,1293359,1617,859,19,
1292365,3793023,945,2965,24,
1291879,1295409,722,139,3,
1296141,1297574,93,161,3,
1291870,1293359,438,859,7,
1419936,3007773,429,728,8,
2043546,5989818,2168,561,7,
1291579,1295038,346,119,5,
1308777,1316510,941,202,5,
1297574,1302425,161,497,4,
1291824,3217169,226,459,2,
1291818,1292001,742,3496,19,
1293350,2363506,425,525,7,
2213597,3742360,2443,4029,62,
1292528,1298624,855,1231,28,
1937946,3541415,843,4449,30,
1291549,1293460,1426,115,7,
1299398,6786002,301,1373,3,
1291578,1305725,120,350,2,
1308575,1905462,2105,1670,15,
3073124,6985810,614,699,5,
1291572,1306249,90,81,1,
1306249,1858711,81,879,1,
1300374,2213597,378,2443,13,
1292849,3007773,343,728,6,
1292528,1293460,855,115,7,
1296339,21937452,1239,683,6,
1428175,1978709,464,1767,13,
1302827,3793023,749,2965,25,
1304102,3287562,58,449,4,
1291843,1301171,376,141,6,
1293929,1305725,666,350,1,
1292224,1304073,1285,1019,4,
1485260,1578507,2575,302,23,
1291818,1292063,742,1452,11,
1300117,4268598,312,2021,5,
1291579,1292528,346,855,12,
1296141,6534248,93,615,2,
1291579,1292224,346,1285,9,
1296753,1305487,319,364,7,
1297192,3075287,637,2049,21,
1304073,1438652,1019,695,5,
1304073,3395373,1019,1665,2,
1294408,1294639,175,678,1,
1292722,1296141,1012,93,2,
1292262,1292365,645,945,6,
1291585,1419936,257,429,5,
1291841,6146955,636,337,1,
1291561,1309046,1617,1279,27,
1291875,1900841,874,1274,18,
1292434,3792799,1708,2190,20,
1298624,1299327,1231,495,9,
1298624,4023638,1231,1027,24,
1295409,3011235,139,1066,2,
1292262,1293544,645,440,13,
1292215,2149806,1592,2976,31,
1295124,1301617,842,335,6,
1907966,2043546,775,2168,4,
1298624,3442220,1231,1403,15,
1292270,1292720,530,1883,7,
1428175,4739952,464,3255,9,
1291552,1291561,301,1617,9,
1780330,5989818,1046,561,4,
1299398,1300960,301,892,6,
1296141,1418834,93,1520,5,
1292925,1296141,265,93,3,
1305164,1309163,1152,1518,19,
1291992,3007773,460,728,8,
1293172,1299327,523,495,7,
1292001,1308767,3496,100,8,
1292720,1293764,1883,191,6,
1292329,1756073,556,482,1,
1291571,5989818,203,561,2,
1295644,1298070,2528,177,11,
1292434,6534248,1708,615,6,
1292220,1293964,2505,261,11,
1304073,3443389,1019,517,5,
1292055,1292274,353,705,9,
1291818,1937946,742,843,14,
1299131,1756073,150,482,1,
1301171,1369747,141,195,1,
1301169,2129039,292,2026,7,
1305164,1858711,1152,879,8,
1291992,1292064,460,1985,12,
10577869,1308857,643,388,4,
1292233,1293530,611,187,6,
1294639,3075287,678,2049,13,
1292722,1293172,1012,523,7,
1291828,1300117,1564,312,3,
4798888,6146955,455,337,1,
1292001,3443389,3496,517,10,
1292215,1292217,1592,956,17,
1292224,1293318,1285,885,12,
